,ID,ID_ordered,location,dist,azimuth,lat_x,lon_x,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_y,lon_y,in_thm,move_count_in,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
1092,289889,289889.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,1048.232489248242,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria ,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,Yes,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1093,289906,289906.01,"('Madina', 'Adenta', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,908.8401564381802,moves200,Madina,Adenta,Ghana,Accra,Madina,Nigeria ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,No,No,108.7541381951387,0.0764198995110036,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,(No Answer),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,289976,289976.03,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,211,513.7933509145772,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Dagomba,Dagomba ,No,Yes,-3,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1097,289977,289977.01,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,408.9441162466986,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria,Female,Voluntary worker (receive no money),2,Voluntary worker (receive no money),No,Yuroba,Yuroba ,No,No,No,0.0,0.0,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1099,289978,289978.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,30.206157383516864,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Male,University/technikon/correspondence student,1,University/technikon/correspondence student,Yes,Larteh,Ga,No,No,Yes,14.8727744293017,1.8227598953945456,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1100,289980,289980.01,"('Ode Omu', 'Ife', 'Nigeria')",556.7549264427489,0.4072065293489407,4.4,7.533333,202,569.9541034842644,moves200,Ode Omu,Ife,Nigeria,Accra,Old Fadama,Nigeria,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,Yes,No,158.1096698571368,0.1368415942676921,POINT (4.40000000029994 7.533332999718255),7.533333,4.4,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,289983,289983.02,"('Ashaiman', 'Tema', 'Ghana')",26.67373416398856,0.7232837321007968,-0.029529,5.694385,202,179.18465275604123,moves200,Ashaiman,Tema,Ghana,Accra,James Town,Togo,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Ewe,Ewe,No,Yes,No,232.85253895349032,0.1772063224064024,POINT (-0.02952900006323489 5.694385000467548),5.694385,-0.029529,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Housing,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1104,289985,289985.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,772.3844969729311,moves200,Madina,Accra,Ghana,Accra,Madina,Nigeria,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Ibo,Ibo,No,No,No,17.252271857576034,0.0086903926969522,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1105,289986,289986.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,135.2528069705219,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Fante,Twi,No,Yes,No,17.788326302489395,0.4421565394327964,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1106,289987,289987.01,"('Nungua', 'Accra', 'Ghana')",16.21057706636719,0.4701482388481567,-0.0796664,5.601766099999999,202,302.8415811498692,moves200,Nungua,Accra,Ghana,Accra,James Town,Benin,Male,Self-employed (run small business/income generation project),2,Other (specify),Yes,Fon,Fon,No,No,No,,,POINT (-0.07966640018418047 5.601766100025657),5.601766099999999,-0.0796664,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,(No Answer),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,289988,289988.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,252.28856496271055,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Other,2,Other (specify),Yes,Ga,Ga,No,Yes,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1109,289989,289989.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,160.7659622863131,moves200,Madina,Accra,Ghana,Accra,Madina,Togo,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Kotokoli,Kotokoli,No,Yes,No,137.21840347232097,0.8953996068797881,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1110,289990,289990.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,196.46028988401585,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Unemployed ,2,Unemployed,Yes,Nzema,Nzema,No,Yes,No,50.45614521065147,0.0907115720625171,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1111,290430,290430.01,"('Labadi', 'Accra', 'Ghana')",7.284797284053116,0.1745584541694256,-0.1576412999999999,5.5602324,202,7.284797284053116,moves200,Labadi,Accra,Ghana,Accra,Old Fadama,Ghana ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,No,10.85062356673037,3.165379465172392,POINT (-0.1576412998060732 5.560232399705569),5.5602324,-0.1576412999999999,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,290438,290438.03,"('Abu Dhabi', 'Dubai', 'United Arab Emirates')",6287.107248573309,0.2273506263052959,54.3774014,24.4538352,211,6287.107248573309,moves200,Abu Dhabi,Dubai,United Arab Emirates,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagaarti,Dagaarti,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,
1116,290447,290447.02,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,202,758.0865618015846,moves200,James Town,Accra,Ghana,Accra,James Town,Burkina Faso,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Turka,Dioula,No,No,No,,,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,290465,290465.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,393.4780395262897,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Lesotho,Female,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),No,Sotho,Northern Sotho,No,Yes,Yes,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,290466,290466.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,313.9507834684853,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,2,Unemployed,Yes,Tsonga,Tsonga,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,290467,290467.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,27.29522374586636,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Working part-time (formal/informal sector),2,Working part-time (formal/informal sector),Yes,Pedi,Pedi,No,Yes,No,227.6250716824631,2.2899790294045004,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,290469,290469.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,570.003710098564,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,Zimbabwe,Female,Unemployed ,2,Unemployed,No,Ndebele,Ndebele,No,No,No,14.65611660298589,0.0480276930548699,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,290470,290470.03,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,211,352.79235563061724,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,4,Unemployed,Yes,Tsonga,Tsonga,No,Yes,No,12.873079260577867,0.0230706418961149,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1124,290472,290472.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,254.92029542832947,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,2,Unemployed,Yes,Sepedi,Sepedi,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1126,290476,290476.02,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,38.847842607839546,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,2,Unemployed,Yes,Tswana,Tswana,No,No,No,24.725669517349093,3.544176436066259,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,290487,290487.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,570.003710098564,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,Zimbabwe,Female,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),No,Ndebele,Ndebele,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1128,290488,290488.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,355.1629168721529,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,1,Unemployed,Yes,Northern Sotho,Northern Sotho,No,No,Yes,146.7392022785105,1.1279863521272464,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1129,290496,290496.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,0.0,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Female,Unemployed ,1,Unemployed,Yes,Sepedi,Setswana,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1132,290525,290525.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,17.93956945530044,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Unemployed ,3,Housewife/homemaker,Yes,Akuapem,Akuapem,No,No,No,8.67478438469045,3.030563605740168,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1133,290531,290531.01,"('Old Fadama', 'Kaneshie', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,0.0,moves200,Old Fadama,Kaneshie,Ghana,Accra,Old Fadama,Ghana,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Kokomba,Lekpakpan ,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,(No Answer),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,290641,290641.03,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,211,413.2639066024568,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1137,290648,290648.01,"('Dakpa', 'Ho', 'Ghana')",98.55732179401308,0.6992909128529402,0.5144196,6.256387,202,98.55732179401308,moves200,Dakpa,Ho,Ghana,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),2,Casual employment/temporary worker,Yes,Ewe,Ewe,No,Yes,Yes,15.572432981103317,1.926839796368672,POINT (0.5144196001844534 6.256386999760252),6.256387,0.5144196,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,290653,290653.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,23.54755881399215,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,(No Answer),88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1141,290664,290664.02,"('Bibiani', 'Kumasi', 'Ghana')",252.28856496271055,2.796811314786677,-2.314959,6.4529440000000005,206,252.28856496271055,moves200,Bibiani,Kumasi,Ghana,Accra,Madina,Ghana ,Male,Casual employment/temporary worker,3,Casual employment/temporary worker,Yes,Twi,Twi,No,Yes,Yes,,,POINT (-2.314958999857936 6.452943999765864),6.4529440000000005,-2.314959,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,290670,290670.01,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,202,405.855225590654,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,(No Answer),63.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1144,290671,290671.02,"('Aperade', 'Koforidua', 'Ghana')",102.95479424198903,3.0262367859014105,-1.092606640955895,5.79296225,202,102.95479424198903,moves200,Aperade,Koforidua,Ghana,Accra,Madina,Ghana,Male,Unemployed ,3,Unemployed,Yes,Akuapem,Akuapem ,No,No,No,11.471914979864628,1.8213032914547145,POINT (-1.092606640583881 5.79296225030771),5.79296225,-1.092606640955895,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,290677,290677.01,"('James Town', 'Accra', 'Ghana')",1.9809793454886115,-0.8249015748625504,-0.2103637,5.535796599999999,202,2.5260002562775066,moves200,James Town,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Unemployed ,2,Unemployed,Yes,Ga,Ga,No,No,Yes,2.639331267060058,1.1113157054427596,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,(No Answer),19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,290678,290678.05,"('Buduburam', 'Accra', 'Ghana')",29.584686200689085,-3.095297725014427,-0.4776318,5.5234971,215,875.857527978639,moves200,Buduburam,Accra,Ghana,Accra,James Town,Liberia,Male,Self-employed (run small business/income generation project),3,Other (specify),No,Kru,Kru,Yes,No,No,851.9088959243746,1.0180853112939818,,,,,,,,,,,,,,,,,,,,,,
1148,290683,290683.01,"('Abuja', 'Abuja', 'Nigeria')",937.8330442058837,0.4279283922742282,7.4892974,9.0643305,202,937.8330442058837,moves200,Abuja,Abuja,Nigeria,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Bassa,Bassa,No,Yes,Yes,,,POINT (7.489297399855218 9.064330499852815),9.0643305,7.4892974,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,291044,291044.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,38.847842607839546,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Working part-time (formal/informal sector),2,Working part-time (formal/informal sector),Yes,Tsonga,Tsonga,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150,291045,291045.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,570.003710098564,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,Zimbabwe,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Ndebele,Ndebele,No,Yes,No,0.0,0.0,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1151,291046,291046.01,"('Diepsloot', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,27.29522374586636,moves200,Diepsloot,Johannesburg,South Africa,Johannesburg,Diepsloot,South Africa,Male,Unemployed ,1,Unemployed,Yes,Zulu,Zulu,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,0.0,2.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,291050,291050.02,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,89.16270767111551,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,South Africa,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Xhosa,Xhosa,No,No,No,62.38832453730181,2.096726727699795,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1154,291051,291051.01,"('Diepsloot', 'Randburg', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,0.0,moves200,Diepsloot,Randburg,South Africa,Johannesburg,Diepsloot,Ethiopia,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),No,Hadiya,Hadiya,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,13.0,0.0,0.0,2.0,7.0,0.0,0.0,13.0,(No Answer),21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1155,291052,291052.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,853.8603854545837,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Zimbabwe,Female,Casual employment/temporary worker,1,Doing casual jobs,No,Ndebele,Ndebele,No,No,No,283.85667535601965,0.3026303351899679,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1156,292905,292905.01,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,202,7.320956784990286,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,South Africa,Male,Other,2,Other (specify),Yes,Pedi,Sepedi,No,No,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1158,292906,292906.03,"('Diepsloot', ' Fourways', 'South Africa')",0.01,3.141592653589793,28.010590500000003,-25.9309502,211,740.9873252407153,moves200,Diepsloot, Fourways,South Africa,Johannesburg,Diepsloot,Mozambique,Male,Unemployed ,4,Unemployed,No,Mucopi,Copi,No,Yes,No,,,POINT (28.01059049995166 -25.93095019999168),-25.9309502,28.010590500000003,Work,17.0,0.0,2.0,1.0,5.0,0.0,0.0,17.0,(No Answer),24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
